Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           free_sblock_pattern_lookup [296]
                0.00    0.00       1/1           free_type_pin_to_track_map [301]
                0.00    0.00       1/1           free_type_track_to_ipin_map [302]
-----------------------------------------------
                0.37    0.00  848146/848146      try_swap [4]
[11]    12.4    0.37    0.00  848146         find_affected_nets [11]
-----------------------------------------------
                0.00    0.36       1/1           build_rr_graph [10]
[12]    11.9    0.00    0.36       1         alloc_and_load_rr_graph [12]
                0.00    0.17     110/110         build_rr_xchan [19]
                0.00    0.17     110/110         build_rr_ychan [20]
                0.00    0.01     144/144         build_unidir_rr_opins [34]
                0.00    0.00     144/144         build_rr_sinks_sources [57]
                0.00    0.00       1/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.17   27588/55176       build_rr_xchan [19]
                0.00    0.17   27588/55176       build_rr_ychan [20]
[13]    11.5    0.00    0.34   55176         get_track_to_tracks [13]
                0.00    0.34   65868/65868       get_unidir_track_to_chan_seg [14]
                0.00    0.00  107976/166056      is_sbox [50]
                0.00    0.00   55176/18463104     get_seg_start [18]
                0.00    0.00   55176/18254940     get_seg_end [24]
-----------------------------------------------
                0.00    0.34   65868/65868       get_track_to_tracks [13]
[14]    11.4    0.00    0.34   65868         get_unidir_track_to_chan_seg [14]
                0.04    0.14   34980/68548       label_wire_muxes [15]
                0.01    0.16   30888/30888       label_wire_muxes_for_balance [21]
                0.00    0.00   65868/1421350     get_rr_node_index [39]
                0.00    0.00   65868/218668      insert_in_edge_list [76]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [48]
                0.00    0.01    2240/68548       get_unidir_opin_connections [35]
                0.03    0.12   30888/68548       label_wire_muxes_for_balance [21]
                0.04    0.14   34980/68548       get_unidir_track_to_chan_seg [14]
[15]    11.3    0.07    0.27   68548         label_wire_muxes [15]
                0.19    0.00 18096672/18463104     get_seg_start [18]
                0.08    0.00 18096672/18254940     get_seg_end [24]
                0.00    0.00   68548/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00     984/12629702     comp_bb_cost [59]
                0.33    0.00 12628718/12629702     try_swap [4]
[16]    11.1    0.33    0.00 12629702         get_non_updateable_bb [16]
-----------------------------------------------
                0.00    0.00    1020/15637785     comp_bb_cost [59]
                0.22    0.00 15636765/15637785     try_swap [4]
[17]     7.4    0.22    0.00 15637785         get_net_cost [17]
-----------------------------------------------
                0.00    0.00   14520/18463104     build_rr_xchan [19]
                0.00    0.00   14520/18463104     build_rr_ychan [20]
                0.00    0.00   29040/18463104     is_cbox [54]
                0.00    0.00   29040/18463104     load_chan_rr_indices [55]
                0.00    0.00   55176/18463104     get_track_to_tracks [13]
                0.00    0.00   58080/18463104     label_incoming_wires [51]
                0.00    0.00  166056/18463104     is_sbox [50]
                0.19    0.00 18096672/18463104     label_wire_muxes [15]
[18]     6.4    0.19    0.00 18463104         get_seg_start [18]
-----------------------------------------------
                0.00    0.17     110/110         alloc_and_load_rr_graph [12]
[19]     5.8    0.00    0.17     110         build_rr_xchan [19]
                0.00    0.17   27588/55176       get_track_to_tracks [13]
                0.00    0.00    7986/15972       get_track_to_ipins [52]
                0.00    0.00   14520/18463104     get_seg_start [18]
                0.00    0.00   14520/18254940     get_seg_end [24]
                0.00    0.00    7986/1421350     get_rr_node_index [39]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [86]
-----------------------------------------------
                0.00    0.17     110/110         alloc_and_load_rr_graph [12]
[20]     5.8    0.00    0.17     110         build_rr_ychan [20]
                0.00    0.17   27588/55176       get_track_to_tracks [13]
                0.00    0.00    7986/15972       get_track_to_ipins [52]
                0.00    0.00   14520/18463104     get_seg_start [18]
                0.00    0.00   14520/18254940     get_seg_end [24]
                0.00    0.00    7986/1421350     get_rr_node_index [39]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [86]
-----------------------------------------------
                0.01    0.16   30888/30888       get_unidir_track_to_chan_seg [14]
[21]     5.7    0.01    0.16   30888         label_wire_muxes_for_balance [21]
                0.03    0.12   30888/68548       label_wire_muxes [15]
                0.01    0.00 1176120/1421350     get_rr_node_index [39]
                0.00    0.00   30888/383841      my_malloc [70]
-----------------------------------------------
                0.14    0.02 3008047/3008047     try_swap [4]
[22]     5.4    0.14    0.02 3008047         update_bb [22]
                0.02    0.00  315164/315200      get_bb_from_scratch [29]
-----------------------------------------------
                0.09    0.00  386965/386965      try_swap [4]
[23]     3.0    0.09    0.00  386965         update_td_cost [23]
-----------------------------------------------
                0.00    0.00   14520/18254940     build_rr_xchan [19]
                0.00    0.00   14520/18254940     build_rr_ychan [20]
                0.00    0.00   15972/18254940     get_track_to_ipins [52]
                0.00    0.00   55176/18254940     get_track_to_tracks [13]
                0.00    0.00   58080/18254940     label_incoming_wires [51]
                0.08    0.00 18096672/18254940     label_wire_muxes [15]
[24]     2.7    0.08    0.00 18254940         get_seg_end [24]
-----------------------------------------------
                0.00    0.01     100/477         compute_delta_fb_to_fb [47]
                0.00    0.01     119/477         compute_delta_fb_to_io [46]
                0.00    0.01     120/477         generic_compute_matrix [36]
                0.00    0.01     138/477         compute_delta_io_to_io [33]
[25]     1.3    0.00    0.04     477         assign_blocks_and_route_net [25]
                0.00    0.04     477/477         timing_driven_route_net [28]
                0.00    0.00     477/478         load_net_rr_terminals [61]
                0.00    0.00     477/478         assign_locations [114]
-----------------------------------------------
                0.00    0.04       1/1           compute_delay_lookup_tables [8]
[26]     1.3    0.00    0.04       1         compute_delta_arrays [26]
                0.00    0.01       1/1           compute_delta_io_to_io [33]
                0.00    0.01       1/1           compute_delta_io_to_fb [37]
                0.00    0.01       1/1           compute_delta_fb_to_io [46]
                0.00    0.01       1/1           compute_delta_fb_to_fb [47]
-----------------------------------------------
                0.04    0.00  869998/869998      try_swap [4]
[27]     1.3    0.04    0.00  869998         find_to [27]
                0.00    0.00 1755155/3022684     my_irand [67]
-----------------------------------------------
                0.00    0.04     477/477         assign_blocks_and_route_net [25]
[28]     1.3    0.00    0.04     477         timing_driven_route_net [28]
                0.00    0.02   19577/19577       timing_driven_expand_neighbours [32]
                0.01    0.00   22465/22465       get_heap_head [41]
                0.01    0.00     477/477         reset_path_costs [42]
                0.00    0.00     477/477         add_route_tree_to_heap [58]
                0.00    0.00   22465/220989      free_heap_data [75]
                0.00    0.00   19536/19536       add_to_mod_list [84]
                0.00    0.00     954/954         pathfinder_update_one_cost [105]
                0.00    0.00     477/479         free_traceback [113]
                0.00    0.00     477/477         heapsort [120]
                0.00    0.00     477/477         mark_ends [124]
                0.00    0.00     477/477         update_rr_base_costs [127]
                0.00    0.00     477/477         init_route_tree_to_source [121]
                0.00    0.00     477/477         update_traceback [128]
                0.00    0.00     477/477         update_route_tree [126]
                0.00    0.00     477/477         empty_heap [117]
                0.00    0.00     477/477         free_route_tree [118]
                0.00    0.00     477/477         update_net_delays_from_route_tree [125]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [59]
                0.02    0.00  315164/315200      update_bb [22]
[29]     0.7    0.02    0.00  315200         get_bb_from_scratch [29]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [58]
                0.01    0.01  222082/222559      timing_driven_expand_neighbours [32]
[30]     0.7    0.01    0.01  222559         get_timing_driven_expected_cost [30]
                0.01    0.00  217602/217602      get_expected_segs_to_target [40]
-----------------------------------------------
                0.02    0.00     124/124         try_place [2]
[31]     0.7    0.02    0.00     124         load_net_slack [31]
                0.00    0.00     124/124         compute_net_slacks [161]
-----------------------------------------------
                0.00    0.02   19577/19577       timing_driven_route_net [28]
[32]     0.7    0.00    0.02   19577         timing_driven_expand_neighbours [32]
                0.01    0.01  222082/222559      get_timing_driven_expected_cost [30]
                0.00    0.00  222082/222082      get_rr_cong_cost [72]
                0.00    0.00  222082/222559      node_to_heap [71]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [26]
[33]     0.4    0.00    0.01       1         compute_delta_io_to_io [33]
                0.00    0.01     138/477         assign_blocks_and_route_net [25]
-----------------------------------------------
                0.00    0.01     144/144         alloc_and_load_rr_graph [12]
[34]     0.4    0.00    0.01     144         build_unidir_rr_opins [34]
                0.00    0.01    1120/1120        get_unidir_opin_connections [35]
                0.00    0.00    1120/1421350     get_rr_node_index [39]
                0.00    0.00    1120/17092       alloc_and_load_edges_and_switches [86]
-----------------------------------------------
                0.00    0.01    1120/1120        build_unidir_rr_opins [34]
[35]     0.4    0.00    0.01    1120         get_unidir_opin_connections [35]
                0.00    0.01    2240/68548       label_wire_muxes [15]
                0.00    0.00   73920/1421350     get_rr_node_index [39]
                0.00    0.00   73920/218668      insert_in_edge_list [76]
-----------------------------------------------
                0.00    0.01       3/3           compute_delta_io_to_fb [37]
[36]     0.3    0.00    0.01       3         generic_compute_matrix [36]
                0.00    0.01     120/477         assign_blocks_and_route_net [25]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [26]
[37]     0.3    0.00    0.01       1         compute_delta_io_to_fb [37]
                0.00    0.01       3/3           generic_compute_matrix [36]
-----------------------------------------------
                0.00    0.01       1/1           build_rr_graph [10]
[38]     0.3    0.00    0.01       1         rr_graph_externals [38]
                0.01    0.00       1/1           add_rr_graph_C_from_switches [44]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [62]
                0.00    0.00       1/1           alloc_and_load_rr_clb_source [66]
                0.00    0.00       1/478         load_net_rr_terminals [61]
                0.00    0.00       1/1           alloc_net_rr_terminals [264]
-----------------------------------------------
                0.00    0.00       6/1421350     alloc_and_load_rr_clb_source [66]
                0.00    0.00     264/1421350     get_delay_normalization_fac [64]
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [63]
                0.00    0.00     956/1421350     load_net_rr_terminals [61]
                0.00    0.00    1120/1421350     build_unidir_rr_opins [34]
                0.00    0.00    7980/1421350     build_rr_sinks_sources [57]
                0.00    0.00    7986/1421350     build_rr_xchan [19]
                0.00    0.00    7986/1421350     build_rr_ychan [20]
                0.00    0.00   65868/1421350     get_unidir_track_to_chan_seg [14]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [35]
                0.00    0.00   78880/1421350     get_track_to_ipins [52]
                0.01    0.00 1176120/1421350     label_wire_muxes_for_balance [21]
[39]     0.3    0.01    0.00 1421350         get_rr_node_index [39]
-----------------------------------------------
                0.01    0.00  217602/217602      get_timing_driven_expected_cost [30]
[40]     0.3    0.01    0.00  217602         get_expected_segs_to_target [40]
-----------------------------------------------
                0.01    0.00   22465/22465       timing_driven_route_net [28]
[41]     0.3    0.01    0.00   22465         get_heap_head [41]
-----------------------------------------------
                0.01    0.00     477/477         timing_driven_route_net [28]
[42]     0.3    0.01    0.00     477         reset_path_costs [42]
-----------------------------------------------
                0.01    0.00      15/15          try_place [2]
[43]     0.3    0.01    0.00      15         recompute_bb_cost [43]
-----------------------------------------------
                0.01    0.00       1/1           rr_graph_externals [38]
[44]     0.3    0.01    0.00       1         add_rr_graph_C_from_switches [44]
                0.00    0.00   78880/78880       seg_index_of_cblock [77]
                0.00    0.00   65868/65868       seg_index_of_sblock [78]
                0.00    0.00       3/171         my_calloc [151]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [10]
[45]     0.3    0.01    0.00       1         alloc_sblock_pattern_lookup [45]
                0.00    0.00       5/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [26]
[46]     0.3    0.00    0.01       1         compute_delta_fb_to_io [46]
                0.00    0.01     119/477         assign_blocks_and_route_net [25]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [26]
[47]     0.3    0.00    0.01       1         compute_delta_fb_to_fb [47]
                0.00    0.01     100/477         assign_blocks_and_route_net [25]
-----------------------------------------------
                0.00    0.00     121/121         build_rr_graph [10]
[48]     0.1    0.00    0.00     121         load_sblock_pattern_lookup [48]
                0.00    0.00     440/68548       label_wire_muxes [15]
                0.00    0.00     440/440         label_incoming_wires [51]
                0.00    0.00   21912/21912       get_simple_switch_block_track [80]
                0.00    0.00   13068/13068       find_label_of_track [87]
-----------------------------------------------
                0.00    0.00       1/139         check_place [60]
                0.00    0.00     138/139         try_place [2]
[49]     0.1    0.00    0.00     139         comp_td_costs [49]
                0.00    0.00  159989/25584958     comp_td_point_to_point_delay [6]
-----------------------------------------------
                0.00    0.00   58080/166056      label_incoming_wires [51]
                0.00    0.00  107976/166056      get_track_to_tracks [13]
[50]     0.1    0.00    0.00  166056         is_sbox [50]
                0.00    0.00  166056/18463104     get_seg_start [18]
-----------------------------------------------
                0.00    0.00     440/440         load_sblock_pattern_lookup [48]
[51]     0.0    0.00    0.00     440         label_incoming_wires [51]
                0.00    0.00   58080/18463104     get_seg_start [18]
                0.00    0.00   58080/166056      is_sbox [50]
                0.00    0.00   58080/18254940     get_seg_end [24]
                0.00    0.00     440/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    7986/15972       build_rr_xchan [19]
                0.00    0.00    7986/15972       build_rr_ychan [20]
[52]     0.0    0.00    0.00   15972         get_track_to_ipins [52]
                0.00    0.00   78880/1421350     get_rr_node_index [39]
                0.00    0.00   29040/29040       is_cbox [54]
                0.00    0.00   15972/18254940     get_seg_end [24]
                0.00    0.00   78880/218668      insert_in_edge_list [76]
                0.00    0.00   58080/58080       vpr_to_phy_track [79]
-----------------------------------------------
                0.00    0.00       1/1           try_place [2]
[53]     0.0    0.00    0.00       1         starting_t [53]
                0.00    0.00     138/869998      try_swap [4]
                0.00    0.00       1/383841      my_malloc [70]
                0.00    0.00       1/123         get_std_dev [163]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [52]
[54]     0.0    0.00    0.00   29040         is_cbox [54]
                0.00    0.00   29040/18463104     get_seg_start [18]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [56]
[55]     0.0    0.00    0.00       2         load_chan_rr_indices [55]
                0.00    0.00   29040/18463104     get_seg_start [18]
                0.00    0.00     244/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [10]
[56]     0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [56]
                0.00    0.00       2/2           load_chan_rr_indices [55]
                0.00    0.00     307/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00     144/144         alloc_and_load_rr_graph [12]
[57]     0.0    0.00    0.00     144         build_rr_sinks_sources [57]
                0.00    0.00    7980/1421350     get_rr_node_index [39]
                0.00    0.00    5520/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [28]
[58]     0.0    0.00    0.00     477         add_route_tree_to_heap [58]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [30]
                0.00    0.00     477/222559      node_to_heap [71]
-----------------------------------------------
                0.00    0.00       1/2           try_place [2]
                0.00    0.00       1/2           check_place [60]
[59]     0.0    0.00    0.00       2         comp_bb_cost [59]
                0.00    0.00     984/12629702     get_non_updateable_bb [16]
                0.00    0.00    1020/15637785     get_net_cost [17]
                0.00    0.00      36/315200      get_bb_from_scratch [29]
                0.00    0.00     510/510         get_net_wirelength_estimate [112]
-----------------------------------------------
                0.00    0.00       1/1           try_place [2]
[60]     0.0    0.00    0.00       1         check_place [60]
                0.00    0.00       1/2           comp_bb_cost [59]
                0.00    0.00       1/139         comp_td_costs [49]
                0.00    0.00       1/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00       1/478         rr_graph_externals [38]
                0.00    0.00     477/478         assign_blocks_and_route_net [25]
[61]     0.0    0.00    0.00     478         load_net_rr_terminals [61]
                0.00    0.00     956/1421350     get_rr_node_index [39]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [38]
[62]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [62]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [63]
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [65]
                0.00    0.00       1/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [62]
[63]     0.0    0.00    0.00       2         load_rr_indexed_data_T_values [63]
                0.00    0.00     264/1421350     get_rr_node_index [39]
                0.00    0.00       6/171         my_calloc [151]
-----------------------------------------------
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [65]
[64]     0.0    0.00    0.00       1         get_delay_normalization_fac [64]
                0.00    0.00     264/1421350     get_rr_node_index [39]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [62]
[65]     0.0    0.00    0.00       1         load_rr_indexed_data_base_costs [65]
                0.00    0.00       1/1           get_delay_normalization_fac [64]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [38]
[66]     0.0    0.00    0.00       1         alloc_and_load_rr_clb_source [66]
                0.00    0.00       6/1421350     get_rr_node_index [39]
                0.00    0.00       3/383841      my_malloc [70]
                0.00    0.00       2/4           get_class_range_for_block [185]
-----------------------------------------------
                0.00    0.00     138/3022684     initial_placement [309]
                0.00    0.00 1267391/3022684     try_swap [4]
                0.00    0.00 1755155/3022684     find_to [27]
[67]     0.0    0.00    0.00 3022684         my_irand [67]
-----------------------------------------------
                0.00    0.00  848146/848146      try_swap [4]
[68]     0.0    0.00    0.00  848146         assess_swap [68]
                0.00    0.00  638248/638248      my_frand [69]
-----------------------------------------------
                0.00    0.00  638248/638248      assess_swap [68]
[69]     0.0    0.00    0.00  638248         my_frand [69]
-----------------------------------------------
                0.00    0.00       1/383841      check_netlist [271]
                0.00    0.00       1/383841      alloc_and_load_rr_node_route_structs [252]
                0.00    0.00       1/383841      alloc_trace_data [94]
                0.00    0.00       1/383841      alloc_route_tree_timing_structs [267]
                0.00    0.00       1/383841      alloc_and_load_perturb_ipins [249]
                0.00    0.00       1/383841      alloc_and_load_rr_graph [12]
                0.00    0.00       1/383841      alloc_net_rr_terminals [264]
                0.00    0.00       1/383841      alloc_and_load_rr_indexed_data [62]
                0.00    0.00       1/383841      alloc_net_delay [263]
                0.00    0.00       1/383841      alloc_net_slack [265]
                0.00    0.00       1/383841      alloc_and_load_timing_graph_levels [255]
                0.00    0.00       1/383841      ReadOptions [229]
                0.00    0.00       1/383841      SetupSwitches [236]
                0.00    0.00       1/383841      ProcessTypes [227]
                0.00    0.00       1/383841      ProcessSwitches [226]
                0.00    0.00       1/383841      starting_t [53]
                0.00    0.00       1/383841      alloc_and_load_unique_pin_list [258]
                0.00    0.00       1/383841      check_place [60]
                0.00    0.00       1/383841      alloc_crit [260]
                0.00    0.00       2/383841      alloc_and_load_actual_fc [204]
                0.00    0.00       2/383841      get_seg_track_counts [306]
                0.00    0.00       2/383841      alloc_and_load_fanout_counts [247]
                0.00    0.00       2/383841      InitArch [218]
                0.00    0.00       2/383841      ProcessSubblocks [195]
                0.00    0.00       2/383841      try_place [2]
                0.00    0.00       3/383841      alloc_route_structs [266]
                0.00    0.00       3/383841      alloc_linked_f_pointer [85]
                0.00    0.00       3/383841      alloc_timing_driven_route_structs [268]
                0.00    0.00       3/383841      alloc_and_load_rr_clb_source [66]
                0.00    0.00       3/383841      alloc_and_load_tnodes_and_net_mapping [257]
                0.00    0.00       3/383841      ProcessSegments [225]
                0.00    0.00       4/383841      build_rr_graph [10]
                0.00    0.00       4/383841      try_swap [4]
                0.00    0.00       4/383841      alloc_net [262]
                0.00    0.00       5/383841      alloc_and_load_clb_opins_used_locally [246]
                0.00    0.00       5/383841      alloc_sblock_pattern_lookup [45]
                0.00    0.00       5/383841      initial_placement [309]
                0.00    0.00       5/383841      alloc_block [259]
                0.00    0.00       6/383841      my_chunk_malloc [89]
                0.00    0.00       6/383841      insert_in_vptr_list [179]
                0.00    0.00       6/383841      alloc_and_load_pin_to_track_map [189]
                0.00    0.00       6/383841      SetupPinClasses [199]
                0.00    0.00       8/383841      alloc_heap_data [74]
                0.00    0.00      14/383841      alloc_linked_rt_edge [97]
                0.00    0.00      15/383841      alloc_rt_node [93]
                0.00    0.00      17/383841      ProcessIO [223]
                0.00    0.00      22/383841      SetupPinLocations [200]
                0.00    0.00      24/383841      alloc_and_load_for_fast_cost_update [248]
                0.00    0.00      43/383841      SetupClassInf [197]
                0.00    0.00      56/383841      alloc_ivector_and_copy_int_list [169]
                0.00    0.00     138/383841      build_fb_tnodes [153]
                0.00    0.00     138/383841      build_subblock_tnodes [154]
                0.00    0.00     144/383841      load_simplified_device [311]
                0.00    0.00     189/383841      load_subblock_info_to_type [312]
                0.00    0.00     244/383841      load_chan_rr_indices [55]
                0.00    0.00     254/383841      alloc_matrix4 [206]
                0.00    0.00     265/383841      alloc_and_load_seg_details [253]
                0.00    0.00     307/383841      alloc_and_load_rr_node_indices [56]
                0.00    0.00     346/383841      GetNodeTokens [150]
                0.00    0.00     440/383841      label_incoming_wires [51]
                0.00    0.00     548/383841      alloc_matrix3 [180]
                0.00    0.00     766/383841      alloc_and_load_grid [178]
                0.00    0.00     867/383841      insert_in_int_list [90]
                0.00    0.00     932/383841      alloc_and_load_track_to_pin_lookup [190]
                0.00    0.00    1022/383841      get_mst_of_net [111]
                0.00    0.00    1022/383841      sync_nets_to_blocks [322]
                0.00    0.00    1298/383841      insert_in_hash_table [107]
                0.00    0.00    1359/383841      my_strdup [103]
                0.00    0.00    2001/383841      read_netlist [316]
                0.00    0.00    2052/383841      alloc_and_load_placement_structs [251]
                0.00    0.00    2438/383841      alloc_and_load_pin_mappings [250]
                0.00    0.00    3079/383841      alloc_matrix [130]
                0.00    0.00    5520/383841      build_rr_sinks_sources [57]
                0.00    0.00    5880/383841      ReadLineTokens [102]
                0.00    0.00   30888/383841      label_wire_muxes_for_balance [21]
                0.00    0.00   34184/383841      alloc_and_load_edges_and_switches [86]
                0.00    0.00   68548/383841      label_wire_muxes [15]
                0.00    0.00  218668/383841      insert_in_edge_list [76]
[70]     0.0    0.00    0.00  383841         my_malloc [70]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [58]
                0.00    0.00  222082/222559      timing_driven_expand_neighbours [32]
[71]     0.0    0.00    0.00  222559         node_to_heap [71]
                0.00    0.00  220989/220989      alloc_heap_data [74]
                0.00    0.00  220989/220989      add_to_heap [73]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_expand_neighbours [32]
[72]     0.0    0.00    0.00  222082         get_rr_cong_cost [72]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [71]
[73]     0.0    0.00    0.00  220989         add_to_heap [73]
                0.00    0.00       4/5           my_realloc [182]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [71]
[74]     0.0    0.00    0.00  220989         alloc_heap_data [74]
                0.00    0.00       8/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00   22465/220989      timing_driven_route_net [28]
                0.00    0.00  198524/220989      empty_heap [117]
[75]     0.0    0.00    0.00  220989         free_heap_data [75]
-----------------------------------------------
                0.00    0.00   65868/218668      get_unidir_track_to_chan_seg [14]
                0.00    0.00   73920/218668      get_unidir_opin_connections [35]
                0.00    0.00   78880/218668      get_track_to_ipins [52]
[76]     0.0    0.00    0.00  218668         insert_in_edge_list [76]
                0.00    0.00  218668/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [44]
[77]     0.0    0.00    0.00   78880         seg_index_of_cblock [77]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [44]
[78]     0.0    0.00    0.00   65868         seg_index_of_sblock [78]
-----------------------------------------------
                0.00    0.00   58080/58080       get_track_to_ipins [52]
[79]     0.0    0.00    0.00   58080         vpr_to_phy_track [79]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [48]
[80]     0.0    0.00    0.00   21912         get_simple_switch_block_track [80]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [272]
[81]     0.0    0.00    0.00   20292         check_node [81]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [272]
[82]     0.0    0.00    0.00   20292         check_pass_transistors [82]
-----------------------------------------------
                0.00    0.00    1470/19634       FreeNode [137]
                0.00    0.00    8807/19634       GetNodeTokens [150]
                0.00    0.00    9357/19634       CountTokensInString [135]
[83]     0.0    0.00    0.00   19634         IsWhitespace [83]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [28]
[84]     0.0    0.00    0.00   19536         add_to_mod_list [84]
                0.00    0.00   19536/19536       alloc_linked_f_pointer [85]
-----------------------------------------------
                0.00    0.00   19536/19536       add_to_mod_list [84]
[85]     0.0    0.00    0.00   19536         alloc_linked_f_pointer [85]
                0.00    0.00       3/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    1120/17092       build_unidir_rr_opins [34]
                0.00    0.00    7986/17092       build_rr_xchan [19]
                0.00    0.00    7986/17092       build_rr_ychan [20]
[86]     0.0    0.00    0.00   17092         alloc_and_load_edges_and_switches [86]
                0.00    0.00   34184/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00   13068/13068       load_sblock_pattern_lookup [48]
[87]     0.0    0.00    0.00   13068         find_label_of_track [87]
-----------------------------------------------
                0.00    0.00   11821/11821       get_mst_of_net [111]
[88]     0.0    0.00    0.00   11821         min_dist_from_mst [88]
-----------------------------------------------
                0.00    0.00       1/6904        alloc_net_rr_terminals [264]
                0.00    0.00     511/6904        alloc_net_delay [263]
                0.00    0.00     511/6904        alloc_net_slack [265]
                0.00    0.00     511/6904        build_block_output_tnode [109]
                0.00    0.00     511/6904        alloc_crit [260]
                0.00    0.00    1213/6904        build_fb_tnodes [153]
                0.00    0.00    3646/6904        build_subblock_tnodes [154]
[89]     0.0    0.00    0.00    6904         my_chunk_malloc [89]
                0.00    0.00       6/383841      my_malloc [70]
                0.00    0.00       6/6           insert_in_vptr_list [179]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [255]
[90]     0.0    0.00    0.00    5604         insert_in_int_list [90]
                0.00    0.00     867/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    1724/4966        build_fb_tnodes [153]
                0.00    0.00    3242/4966        check_fb_to_subblock_connections [156]
[91]     0.0    0.00    0.00    4966         is_opin [91]
-----------------------------------------------
                0.00    0.00    4742/4742        check_subblocks [158]
[92]     0.0    0.00    0.00    4742         check_subblock_pin [92]
-----------------------------------------------
                0.00    0.00     477/4627        init_route_tree_to_source [121]
                0.00    0.00    4150/4627        add_path_to_route_tree [115]
[93]     0.0    0.00    0.00    4627         alloc_rt_node [93]
                0.00    0.00      15/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    4627/4627        update_traceback [128]
[94]     0.0    0.00    0.00    4627         alloc_trace_data [94]
                0.00    0.00       1/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    4627/4627        free_route_tree [118]
[95]     0.0    0.00    0.00    4627         free_rt_node [95]
-----------------------------------------------
                0.00    0.00    4627/4627        free_traceback [113]
[96]     0.0    0.00    0.00    4627         free_trace_data [96]
-----------------------------------------------
                0.00    0.00    4150/4150        add_path_to_route_tree [115]
[97]     0.0    0.00    0.00    4150         alloc_linked_rt_edge [97]
                0.00    0.00      14/383841      my_malloc [70]
-----------------------------------------------
                0.00    0.00    4150/4150        free_route_tree [118]
[98]     0.0    0.00    0.00    4150         free_linked_rt_edge [98]
-----------------------------------------------
                0.00    0.00       1/3774        ProcessTypeProps [196]
                0.00    0.00       1/3774        ProcessDevice [222]
                0.00    0.00       1/3774        ProcessIO [223]
                0.00    0.00       1/3774        ProcessSegments [225]
                0.00    0.00       5/3774        SetupGridLocations [198]
                0.00    0.00       5/3774        ProcessSubblocks [195]
                0.00    0.00     106/3774        SetupPinClasses [199]
                0.00    0.00     111/3774        SetupPinLocations [200]
